bootstrap_iteration,Bell,Bird sounds,Boat,Bus,Car,Crickets,Dog,Explosion,Falling water/Rain,Flowing water,Footsteps,Helicopter,Insects,Laughter,Metro,Music,Musical instrument,Plane,Shout or scream,Singing,Siren,Speech,Train,Tram,Truck,Vehicle horn,Waves,Wind
20,0.805376559714795,0.9503823591164438,0.5545014279070951,1.0,0.7992529302593966,0.9894916393051397,0.8507182061989368,1.0,0.9368069634812993,0.9355814640331417,0.7283612573198621,0.9888888888888888,0.766510165658113,0.3859468059068287,0.4853603603603604,0.6997735224789707,0.8724794137802263,0.9178242026498387,0.7504297330750201,0.7111190892440892,0.6240084240084239,0.8881545998345686,0.7615947495598597,0.9509920779943662,0.6302083333333334,0.6813279806893716,0.9233449697190421,0.9575757575757575
21,0.9732495069033531,0.9312450323790231,0.4946958557756319,0.8251991126830664,0.6594859319573728,0.9736706211604483,0.8823286272926254,1.0,0.9672261858823206,0.9719229986002366,0.678737799415051,0.9861111111111112,0.7789916552871278,0.37445700984433106,0.6095491202346041,0.8498756971694547,0.830752600763329,0.9344149552325353,0.3681772793292401,1.0,0.9370051353874883,0.8409025421408938,0.9140915390407769,0.9493006993006993,0.41070746921243595,0.606085969374981,0.9300531954732119,0.9707362082362082
22,0.9492278795543829,0.9668460246321227,0.7032818925215254,0.9210334788937408,0.666755449465153,0.9751822761447626,0.9162981666891765,0.9999999999999999,0.965684380157251,0.910527531176679,0.7569732194240975,1.0,0.8357117358667764,0.1655997378598658,0.5744313987046546,0.7193212221042409,0.6470471640563823,0.8965233840755161,0.5459125444628379,0.7287757026129118,0.7162274618585299,0.8566945299579178,0.7636162478031855,0.734875695292362,0.4797015687366564,0.5763673126093906,0.9495787923114897,0.9406172110717566
23,0.9489971532091096,0.985666068561078,0.7528488926933176,1.0,0.6836380944293977,0.9858282177561463,0.8900816658734666,1.0,0.9620611256076875,0.9405576248552331,0.7900576938610835,1.0,0.7680598338659999,0.4853960561497326,0.5035968826944726,0.8296676625195534,0.77604902837289,0.9202043182854557,0.6985671498492012,0.9714285714285715,0.7145975708118117,0.798601882952099,0.7030145562814339,0.9270753512132822,0.5578571428571429,0.536391970377854,0.9854999978145517,1.0
24,0.8928691180272768,0.9458631479299556,0.560367819534039,0.9044444444444445,0.6536066951489233,0.9783248345727495,0.935468292809317,1.0,0.9360596828146973,0.9473837776654287,0.6620019622687686,0.9805194805194806,0.8614133026064845,0.13446950732404545,0.511888686026617,0.7331484879773023,0.9263683372316109,0.8058115983633153,0.5477892591227509,0.7623922657735528,1.0,0.8899816857286927,0.6119173168009867,0.9188679245283019,0.4913551627547571,0.5240605246862621,0.9605450825926528,1.0
25,0.8588505889389301,0.9304136450365009,0.4361534156059549,0.8790650406504065,0.7952961378027067,0.9849142392322006,0.8643015944297998,1.0,0.898995035543973,0.9059796226025771,0.6713445873271748,1.0,0.7836586843310914,0.5634722222222223,0.3979166666666667,0.9076940494679464,0.768334173635952,0.8759590032808927,0.8272626229979171,0.9319695827048768,0.8065814393939394,0.8615761727757827,0.7244582451125048,0.9057313844010257,0.34946470791136897,0.5753312979864261,0.9577694456059642,1.0
26,0.9350603538761434,0.9419487077905798,0.552660974198473,0.9221765629328654,0.766874507361798,0.98654428642473,0.8812023985090166,1.0,0.9341298586014837,0.9439943438340573,0.6779361610120019,0.9659090909090909,0.7905845584350975,0.29685869685869687,0.5894462901439645,0.7809372881486778,0.8305613168180652,0.9018195287531792,0.7243808887191241,0.7714408485497644,0.4869947374582247,0.8419014101843053,0.6424551400828477,0.9109625780821433,0.2418663420188915,0.5515010656858308,0.9501755545012267,0.9790695415695415
27,0.9430072682667838,0.9609700595014947,0.5621813374808796,0.8752017465206036,0.7502121736394312,0.9713352318192341,0.8262828237836131,1.0,0.9516268656886818,0.9553284960353529,0.8041651872402402,0.9754901960784312,0.7347230504989246,0.4475535112677141,0.5287749287749288,0.8683757190238168,0.8372999339894724,0.8979416609765221,0.5106489733940713,0.7503968253968253,0.7919182919182919,0.8566230896494751,0.670793262354059,0.8302616923306578,0.5453823953823954,0.6059954311833684,0.9578683916226441,1.0
28,0.9027421494913755,0.9572317174620537,0.799216795534987,0.9623493975903614,0.6996743453958698,0.9675102027368653,0.8809246508628807,1.0,0.9894790725685034,0.9390794366460232,0.7365542459221777,1.0,0.7394006023482151,0.18435724639638423,0.5999436936936937,0.8212853696505136,0.8875876650605975,0.9281199392008274,0.6578134284016637,0.8174848758418164,0.9130876271346227,0.8067961811574235,0.7941909093442102,0.8170833333333334,0.4448486768224366,0.7261022956805353,0.9832997655920223,0.9814720986433789
29,0.9061742278098248,0.9394917452151219,0.809844723555223,1.0,0.7535855333500283,0.9587306996621349,0.7813396579793251,1.0,0.9299665092205576,0.9534924464576636,0.7319462123266726,0.9722222222222221,0.8217963111683197,0.22681198264668848,0.6242507002801121,0.746034848729538,0.8093342762703373,0.8889825958161668,0.7362600397059329,0.7483258966819512,0.7728059911820135,0.7975020544097144,0.7187507825227696,0.8453796066027028,0.5418224510698783,0.41990558996534416,0.9662781239472968,0.9897435897435898
30,0.9515594699418228,0.9656396258015215,0.604279662694809,0.9666666666666668,0.7558089679383625,0.9801088955513687,0.8511110513283331,1.0,0.9368385408182345,0.9140726702623797,0.704707073439726,0.9229292929292929,0.6021626414354444,0.47549019607843135,0.7683333333333333,0.8587975499199765,0.9031881068799792,0.8609925106541438,0.5343128722233339,0.5109155550332021,0.7166907002366314,0.8723289289688265,0.8137726514363998,0.9321220039262242,0.010766806722689076,0.6935444924997602,0.9122815738350263,0.948449764521193
31,0.9938080495356038,0.94527278295787,0.5852122910862547,0.878968253968254,0.7108895681794449,0.9861472527221145,0.88911821428299,1.0,0.9535361730391959,0.9176274461588757,0.7952253201641624,1.0,0.8569239622544288,0.5071428571428571,0.6513100934153566,0.8687871644140994,0.7943895596401026,0.8625997857099155,0.4269534813013074,0.8048777272427659,0.9079365079365078,0.8071661219826697,0.7712630185477115,0.858439141388746,0.44195669251378494,0.6185824997566425,0.9488969515600493,0.9952380952380953
32,0.879772003193142,0.947458954530556,0.598191162976692,1.0,0.6113177980290272,0.9871050133524224,0.8223245750674227,1.0,0.9554679667019762,0.9445836202064872,0.8221859447151264,1.0,0.8634700721972655,0.4168615580527339,0.5657142857142857,0.9216953410524951,0.8273969913730577,0.8875383830162205,0.49489359961743684,0.9805194805194806,0.8755411255411254,0.7776072833872888,0.7438407133043878,0.8496632996632997,0.4148848734457997,0.5960482852948193,0.969861998181225,1.0
33,0.8964135346354598,0.9265120315524137,0.6302909640966321,0.78642145979082,0.7645155901641422,0.9746501696298855,0.8283132405241228,1.0,0.9827992376131014,0.9443796792483503,0.8124143524429536,0.986013986013986,0.8478153794132122,0.35797511974751944,0.9318181818181819,0.8198541056363893,0.7411655284902479,0.8559412519316145,0.6747623994556633,0.9686119507091374,0.7800816092243503,0.873807222907709,0.5870538648606781,0.9095216131907309,0.34231328102295844,0.5953214349154279,0.9900351211162022,0.9924242424242424
34,1.0,0.9638548634294223,0.5521532097091274,0.9272963323596235,0.6861836387641405,0.976543823125757,0.8324372147830958,1.0,0.9025210233103974,0.9044353832999483,0.7242940853325565,1.0,0.8742881021054396,0.06467412488042645,0.6481159771600948,0.8245304634865569,0.8580554832322675,0.9564331125637202,0.5315476190476189,0.7351190476190477,0.8394011406844106,0.8699085414139875,0.7213232824479242,0.7161668627318699,0.32584558871596847,0.530124332323958,0.9590124350589608,1.0
35,0.9872721018231854,0.972164500730446,0.712915749696346,0.9165562872840471,0.7781306615395546,0.9773533618399803,0.8951403626127833,1.0,0.9452015854290218,0.94246247942625,0.726308966792456,0.8928571428571428,0.7576638977869367,0.28960112686133344,0.774375,0.883452533120171,0.8722870918623504,0.8682387465220742,0.7593106525335441,1.0,0.811111111111111,0.8825946248439072,0.682567715798788,0.9219719169719169,0.34588202466655515,0.5343698869325838,0.9451287176864809,0.9790695415695415
36,0.978152591445935,0.9495246466873231,0.677347679062853,0.913515687851971,0.7038113122898049,0.9845952136595479,0.894607009884816,1.0,0.9388757700472612,0.9260460314649162,0.8273759735912717,1.0,0.6956918596119261,0.4228965395682082,0.5983545190441741,0.8383359311020481,0.9317209109275856,0.879892430318661,0.6427963172448465,0.9269806276905986,0.7901724353779147,0.9141095622386674,0.7222967294464228,0.8685155109122851,0.13806184012066366,0.7377266811708617,0.9828682038620851,1.0
37,1.0,0.9466686383728025,0.6731121001237206,0.8413021553711387,0.7173652503240694,0.985595659125419,0.8437639207178663,1.0,0.9641563065550853,0.9008778098808958,0.8182420337095374,0.9225,0.7684326897035614,0.14882478366058816,0.7353479853479853,0.7640980265980266,0.7795786639463957,0.9445910048057058,0.6251727711286534,0.7448183130001312,0.6472537047867377,0.8358120326881616,0.8221737017719868,0.8462820113240871,0.292914259556493,0.6178739922896568,0.9930583739156559,1.0
38,0.9243751230848005,0.9345585011972578,0.8139270721648217,1.0,0.7120792178481001,0.9795425847276389,0.8412772772612589,1.0,0.889133529117252,0.9245856787025952,0.5813380139419857,0.9150793650793652,0.6692743547596941,0.39377104377104377,0.6091208133971291,0.8135173853923853,0.9149579021549646,0.9164127843650499,0.728629300867691,0.875667735042735,0.8626373626373626,0.9045826289733648,0.7003427486349968,0.8663523242018982,0.5302049773815081,0.6285198843452571,0.9297538502236915,0.9805194805194806
39,0.9158548104184521,0.9561898397579687,0.6959981378583788,0.904,0.6524425616379731,0.9658342351109158,0.819957099317955,1.0,0.9701638467361242,0.9429640372415079,0.7812194060354116,0.9682539682539683,0.6932577328512203,0.0741281307398249,0.5160201640464799,0.8238682939513964,0.9037899188295236,0.899925842951877,0.5417989417989417,0.722481684981685,0.8154177023662317,0.8607172653014501,0.5730804337131311,0.7685799395679815,0.1901408967670205,0.43365673529747917,0.9794277930438922,1.0
40,0.8918118466898954,0.9498355122013052,0.6647412985781171,0.988095238095238,0.7390480861062365,0.9919875779714066,0.8024085571179392,1.0,0.9642125375977839,0.9366138389264486,0.8440510864064881,1.0,0.8522160780781123,0.3985879326579359,0.5851190476190475,0.8694228796998678,0.8457032229381717,0.8976086410929898,0.3324486301369863,0.9212733394551578,0.9093537414965986,0.9443230185957824,0.622853322756437,0.8436696262905565,0.34907407407407404,0.6078475584129948,0.9319224844073536,1.0
41,0.9767984116723613,0.9370738187953004,0.41926893301453616,0.9584824624194702,0.6202088247119567,0.9790922052190377,0.8789299441090739,1.0,0.926873587670297,0.818265227427823,0.6088763977584133,1.0,0.8742814341335214,0.5098502228937012,0.4032967032967033,0.8116080686603795,0.9213726460490069,0.8357040730670853,0.5834690001356668,0.8771493212669683,0.7484463547556526,0.7812054069426531,0.6423272137128295,0.8499062396065724,0.3583390539551196,0.5642760416255876,0.9768318545677653,1.0
42,0.9837863270308124,0.9325904420179892,0.5621111208597903,0.8649979852568205,0.7010396143358728,0.9819536269512397,0.8527534476327497,1.0,0.973481373968465,0.9736903287822656,0.7914104879342262,1.0,0.7071514132457279,0.6112620178754332,0.7359800455954303,0.715231773079909,0.8207147353748926,0.8850527502380953,0.6203888604965051,0.7946143882064134,0.8352417302798981,0.8056570290296462,0.6740231507139679,0.6728239679120438,0.578158871961217,0.7716933859791002,0.9564687238480685,0.9846415489272632
43,0.7611112734041658,0.9434720193092518,0.6605564322213379,1.0,0.7073353246305129,0.9847769416185009,0.7898611118617254,1.0,0.9392584717145944,0.9490626758535913,0.6643214227483378,0.9866452991452991,0.787518897811466,0.17170348448543934,0.4738518452346725,0.8258472722469282,0.9358305643514572,0.924328189503036,0.5879504553417597,0.9035146183240025,0.9051066217732884,0.879505803073543,0.8789230713997327,0.7629096665327084,0.3066074660633484,0.606434238853236,0.9711293651961888,1.0
44,0.8691398488362435,0.9507048664997283,0.5134811730365854,0.8995864029263064,0.7644379000082011,0.9978813541926543,0.7705335578317807,1.0,0.9223717838503542,0.9241621647885744,0.7187365903414195,0.9797979797979798,0.6013901190839371,0.27841233830454715,0.8808080808080807,0.8553288623454238,0.8645731081534689,0.8920084074441332,0.7141592129193345,0.9246503496503498,0.7742528918832544,0.8356840903940501,0.789200176667093,0.8822159623021896,0.4171070829761511,0.7209831934228543,0.9492441023221854,1.0
45,0.9401295765186162,0.9310113072686409,0.4844783729449523,0.9910714285714285,0.7650538023206873,0.9578515124964425,0.9573454690870665,1.0,0.8980065149671126,0.8708826807985327,0.7450164404161974,1.0,0.7764390993922822,0.45153240908833986,0.5757575757575757,0.6960270680762245,0.8135231909234427,0.8881544685717511,0.7131961387436065,0.7316041633685987,0.5347170293495644,0.8022337758652531,0.7369011553024152,0.8006968289107758,0.6211158192090396,0.5287112129932953,0.9687416531871711,0.9704861111111112
46,0.8586831129062062,0.9359959092278586,0.6789053275556102,0.892921146953405,0.5851451667830873,0.9745216594322107,0.7606707813187397,1.0,0.9660276485282075,0.9261161264739749,0.6627889850637944,1.0,0.7299358666557185,0.1357538802660754,0.69758544546851,0.9478648414246876,0.9141896756815326,0.9134746558351556,0.5265074255491755,0.9888888888888888,0.7947278911564626,0.9440534258676946,0.8046846957807772,0.9027353081700907,0.6746031746031745,0.438626291983008,0.9580174866762209,1.0
47,0.9446139476785826,0.9515599441374529,0.5982800288312008,1.0,0.6154081167655912,0.9792811168302772,0.60894379155964,1.0,0.9699402354674308,0.9692505431616955,0.8589155675662531,1.0,0.6784749207433955,0.39898989898989895,0.3962173243423244,0.8161366852700234,0.9472979037128815,0.9511384031257537,0.621422212047212,0.7087502052094979,0.6911726334369365,0.8843243970378053,0.7605076192927418,0.9124601275917066,0.37441817848634784,0.5105708100934017,0.9601536210072511,0.9901360544217687
48,0.8408422969949506,0.9480949313962707,0.728389928163214,0.9206666666666665,0.7396145817089272,0.9542141185521968,0.8098968990570132,1.0,0.909481935273023,0.9583521613485619,0.7359661297846918,1.0,0.6928130589925144,0.5908333333333333,0.4166666666666667,0.8910620774489876,0.7026334746973731,0.8680442338089924,0.6750004352945529,0.9401881720430108,0.7880590090287126,0.8301336233405728,0.6563893889050891,0.8292679482540163,0.1421463377493528,0.6411375104689508,0.9640254129065906,1.0
49,0.9531487678734408,0.952399773941405,0.6553366984818522,1.0,0.7869796483776992,0.990389852511435,0.7976752648810347,1.0,0.9381587575945719,0.9074156131739118,0.860401073497215,0.9658119658119657,0.802385859007093,0.19359950374315776,0.513073133762789,0.7601505309217435,0.8900630256195433,0.8796278001405489,0.49268468391589937,0.4572076232338131,1.0,0.8640784209581651,0.692289202797787,0.8878166637447406,0.5217391304347826,0.7831821727813351,0.9053229394404445,0.9266666666666667
50,0.9910714285714285,0.9494874298583919,0.6695547549307203,0.9924242424242424,0.7477261966983854,0.9856016415949574,0.878599327579128,1.0,0.9676636463580346,0.9625635543515567,0.6717266813956363,0.9583333333333333,0.7565893280695913,0.23121783754689093,0.603556177411676,0.8475271577626646,0.6905637591154916,0.8928537914857966,0.37751748251748257,0.8218986234075039,0.5769120458891013,0.8305174621371855,0.6533474135345472,0.7970854671835064,0.09510562989547501,0.5832541407209022,0.9079395801782298,1.0
51,0.819491412543985,0.9463252711098724,0.38934645344782376,0.8168036971517447,0.7475068432455224,0.9945739250316714,0.7215722844881647,1.0,0.951602012100499,0.9406041472072819,0.7643364199530294,1.0,0.7106320161612354,0.23041000448377436,0.661111111111111,0.7524932695459772,0.735403864519744,0.9005903909306514,0.5355429292929292,0.6778275927134355,0.9472222222222222,0.8706005343030997,0.6613030443291754,0.7712843409788022,0.3687279968315437,0.5852717233543295,0.9644439663600002,0.9861111111111112
52,0.8484030891303913,0.9477951967533959,0.6705074217290732,0.9212962962962962,0.6948830546624234,0.9937687808785922,0.8601537376542329,1.0,0.9146077595444686,0.9336541538860111,0.6848938776814175,1.0,0.8201372549525535,0.29264935434664785,0.7777777777777778,0.7282536225426366,0.7978756770745999,0.8076335321446885,0.49944000656916265,0.8236438060506828,0.6643590442070738,0.7640368421547389,0.9017646271228726,0.8662511496865765,0.391341181560026,0.40810977969155143,0.9405757817541561,0.990909090909091
53,0.9703671664744329,0.9541114765418567,0.666668726721138,0.8612580834803056,0.6780059602413323,0.9618404964916718,0.8812904869223739,1.0,0.9721789982387592,0.9437725061572394,0.648619025236226,0.9472222222222222,0.8702188407414249,0.4337231968810916,0.4715739884470535,0.7456131415582585,0.7997845404760204,0.8787183301380952,0.48947718947718943,0.8623780837636259,0.8352750809061488,0.8635812747673585,0.8587443161962527,0.9709595959595961,0.801841620626151,0.7996001445449975,0.9497778699352415,1.0
54,0.9123615266540052,0.9758751973578735,0.6158796564678994,0.9952380952380953,0.715179414572434,0.9835185441221919,0.6561707735909987,1.0,0.9248700586144469,0.9065837424659456,0.7350930979809431,1.0,0.8688375350140056,0.5435109723742463,0.7452651515151516,0.6575825153591824,0.8300382263277517,0.8996185500690665,0.6217878275570584,0.8643046446508627,0.8605015673981191,0.8673398103373379,0.689724854681263,0.8271542076228462,0.6030661104220694,0.6306799123132444,0.9466733531431373,1.0
55,0.9881273206372021,0.9568372370309479,0.45790228868250926,0.9438496240601504,0.7129167871743441,0.9672619696986142,0.8960403726708075,1.0,0.9540805540158067,0.9332595723790493,0.6852118789571495,0.7392857142857143,0.8555089538925926,0.16970184199601404,0.5398081100052314,0.6956079461278649,0.7555236311915956,0.8749916079908072,0.38279547914066514,0.919320214669052,0.7017988253184066,0.761368554588741,0.6670616124133729,0.8169742960608737,0.22248354540166213,0.6070808457056468,0.9296566011959833,0.9790695415695415
56,0.8341193398947055,0.9245497196201876,0.5353537911504713,0.822275262168879,0.59203681925217,0.979111913339331,0.749115432321702,1.0,0.9586108047660761,0.9636049943403691,0.743538862951625,1.0,0.812087879422722,0.3232952292850535,0.7152046783625731,0.7831454952875667,0.855485948028326,0.90327860783434,0.7950443510737628,0.8523559328372163,0.8152947842671163,0.833366730329853,0.6721789234772059,0.7907830927192154,0.5454081632653062,0.5794212490107888,0.9512883179089937,1.0
57,0.9694940476190477,0.9554010277620922,0.4146973617802338,1.0,0.6208105058021733,0.9478127504923582,0.7421257655904492,1.0,0.9509835031141527,0.9477028306407226,0.7180071985427047,1.0,0.7946022550219862,0.4442880278459793,0.7762679425837321,0.6739706175051003,0.8229242267207703,0.8443439766000922,0.5209061771561772,0.7454086198092993,0.8157460131525446,0.8099672590185835,0.6900448711879816,0.8299542263925825,0.5759190925242585,0.746343253284266,0.9395765058933561,1.0
